latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.42355,5.533454,23.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),sunshine_duration (s)
2025-04-27T07:00,7.8,0.00,0,8.1,0.00
2025-04-27T08:00,9.1,0.00,0,7.6,3600.00
2025-04-27T09:00,11.4,0.00,0,5.1,3600.00
2025-04-27T10:00,13.8,0.00,0,5.4,3600.00
2025-04-27T11:00,15.8,0.00,0,4.5,3600.00
2025-04-27T12:00,17.3,0.00,5,5.1,3600.00
2025-04-27T13:00,18.4,0.00,33,6.3,3600.00
2025-04-27T14:00,19.1,0.00,40,6.4,3600.00
2025-04-27T15:00,19.7,0.00,11,8.3,3600.00
2025-04-27T16:00,19.6,0.00,3,8.8,3600.00
2025-04-27T17:00,19.6,0.00,0,8.0,3600.00
2025-04-27T18:00,19.1,0.00,0,7.7,3600.00
2025-04-27T19:00,18.5,0.00,0,6.6,3600.00
2025-04-27T20:00,16.9,0.00,0,4.2,3600.00
2025-04-27T21:00,14.6,0.00,0,3.6,621.23
2025-04-27T22:00,13.2,0.00,0,3.8,0.00
2025-04-27T23:00,12.6,0.00,0,9.9,0.00
2025-04-28T00:00,12.0,0.00,0,9.3,0.00
2025-04-28T01:00,11.2,0.00,0,8.1,0.00
2025-04-28T02:00,10.5,0.00,0,7.7,0.00
2025-04-28T03:00,9.3,0.00,0,7.2,0.00
2025-04-28T04:00,8.6,0.00,0,5.3,0.00
2025-04-28T05:00,7.6,0.00,0,3.7,0.00
2025-04-28T06:00,7.0,0.00,0,2.5,0.00
2025-04-28T07:00,7.0,0.00,0,2.2,50.29
2025-04-28T08:00,8.7,0.00,0,3.5,3600.00
2025-04-28T09:00,11.4,0.00,0,1.9,3600.00
2025-04-28T10:00,14.2,0.00,0,2.4,3600.00
2025-04-28T11:00,16.8,0.00,0,4.4,3600.00
2025-04-28T12:00,18.2,0.00,4,6.3,3600.00
2025-04-28T13:00,19.0,0.00,1,5.6,3600.00
2025-04-28T14:00,19.7,0.00,0,5.5,3600.00
2025-04-28T15:00,20.5,0.00,0,7.6,3600.00
2025-04-28T16:00,20.6,0.00,2,8.1,3600.00
2025-04-28T17:00,20.4,0.00,18,8.4,3600.00
2025-04-28T18:00,20.1,0.00,12,8.3,3600.00
2025-04-28T19:00,19.4,0.00,75,7.3,3600.00
2025-04-28T20:00,17.7,0.00,94,6.5,3600.00
2025-04-28T21:00,15.5,0.00,84,7.9,209.64
2025-04-28T22:00,14.0,0.00,54,7.8,0.00
2025-04-28T23:00,13.3,0.00,9,8.2,0.00
2025-04-29T00:00,12.7,0.00,33,8.5,0.00
2025-04-29T01:00,11.9,0.00,55,8.3,0.00
2025-04-29T02:00,11.2,0.00,83,8.7,0.00
2025-04-29T03:00,10.0,0.00,63,7.7,0.00
2025-04-29T04:00,9.5,0.00,33,8.0,0.00
2025-04-29T05:00,9.1,0.00,12,7.0,0.00
2025-04-29T06:00,8.6,0.00,0,7.4,0.00
2025-04-29T07:00,8.6,0.00,5,7.9,116.50
2025-04-29T08:00,10.2,0.00,3,7.2,3600.00
2025-04-29T09:00,12.7,0.00,7,3.9,3600.00
2025-04-29T10:00,15.3,0.00,17,4.1,3600.00
2025-04-29T11:00,17.7,0.00,2,5.6,3600.00
2025-04-29T12:00,19.3,0.00,0,7.9,3600.00
2025-04-29T13:00,20.3,0.00,0,8.5,3600.00
2025-04-29T14:00,21.0,0.00,1,8.8,3600.00
2025-04-29T15:00,22.1,0.00,0,9.4,3600.00
2025-04-29T16:00,22.3,0.00,13,9.8,3600.00
2025-04-29T17:00,22.1,0.00,23,10.2,3600.00
2025-04-29T18:00,21.6,0.00,35,10.5,3600.00
2025-04-29T19:00,20.8,0.00,39,9.8,3600.00
2025-04-29T20:00,19.3,0.00,25,6.4,3600.00
2025-04-29T21:00,17.3,0.00,43,6.2,661.81
2025-04-29T22:00,16.3,0.00,52,9.2,0.00
2025-04-29T23:00,15.3,0.00,38,9.7,0.00
2025-04-30T00:00,14.3,0.00,7,8.9,0.00
2025-04-30T01:00,13.5,0.00,16,10.1,0.00
2025-04-30T02:00,13.1,0.00,3,10.3,0.00
2025-04-30T03:00,12.5,0.00,0,10.0,0.00
2025-04-30T04:00,11.9,0.00,0,9.2,0.00
2025-04-30T05:00,11.4,0.00,78,8.9,0.00
2025-04-30T06:00,11.0,0.00,90,8.7,0.00
2025-04-30T07:00,10.8,0.00,88,8.4,43.42
2025-04-30T08:00,12.2,0.00,94,7.0,3600.00
2025-04-30T09:00,14.3,0.00,94,4.8,3600.00
2025-04-30T10:00,16.8,0.00,97,4.5,3600.00
2025-04-30T11:00,19.1,0.00,95,4.8,3600.00
2025-04-30T12:00,21.2,0.00,89,5.7,3600.00
2025-04-30T13:00,22.7,0.00,52,6.7,3600.00
2025-04-30T14:00,23.7,0.00,58,6.9,3600.00
2025-04-30T15:00,25.1,0.00,86,6.2,3600.00
2025-04-30T16:00,25.2,0.00,28,6.7,3600.00
2025-04-30T17:00,25.1,0.00,0,7.3,3600.00
2025-04-30T18:00,24.7,0.00,0,8.1,3600.00
2025-04-30T19:00,23.8,0.00,0,9.0,3600.00
2025-04-30T20:00,22.1,0.00,0,8.7,3600.00
2025-04-30T21:00,19.8,0.00,0,8.3,916.29
2025-04-30T22:00,18.6,0.00,0,8.0,0.00
2025-04-30T23:00,17.7,0.00,0,7.9,0.00
