latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.42355,5.533454,23.0,0,GMT,GMT

time,temperature_2m (°C),weather_code (wmo code),cloud_cover (%),precipitation (mm),wind_speed_10m (km/h),sunshine_duration (s)
2020-03-12T16:00,8.7,2,52,0.00,29.9,2069.48
2020-03-12T17:00,8.2,3,93,0.00,25.0,3600.00
2020-03-12T18:00,7.6,3,100,0.00,24.7,0.00
2020-03-12T19:00,7.0,1,28,0.00,25.6,0.00
2020-03-12T20:00,6.3,1,29,0.00,25.1,0.00
2020-03-12T21:00,6.2,0,16,0.00,25.0,0.00
2020-03-12T22:00,6.0,0,6,0.00,24.7,0.00
2020-03-12T23:00,5.7,0,6,0.00,24.4,0.00
2020-03-13T00:00,6.3,0,12,0.00,25.1,0.00
2020-03-13T01:00,6.2,0,13,0.00,24.9,0.00
2020-03-13T02:00,5.8,1,23,0.00,24.0,0.00
2020-03-13T03:00,5.7,1,40,0.00,24.2,0.00
2020-03-13T04:00,5.7,2,56,0.00,24.0,0.00
2020-03-13T05:00,5.9,1,37,0.00,24.9,0.00
2020-03-13T06:00,5.8,1,37,0.00,24.8,0.00
2020-03-13T07:00,6.1,2,63,0.00,25.6,1547.57
2020-03-13T08:00,6.8,1,41,0.00,23.5,3600.00
2020-03-13T09:00,7.4,2,74,0.00,30.9,3600.00
2020-03-13T10:00,7.9,2,67,0.00,28.5,3600.00
2020-03-13T11:00,8.6,51,53,0.10,26.3,3600.00
2020-03-13T12:00,9.6,51,45,0.40,26.6,3600.00
2020-03-13T13:00,9.6,51,43,0.10,25.6,3600.00
2020-03-13T14:00,9.8,51,69,0.10,21.3,3600.00
2020-03-13T15:00,7.8,53,52,0.70,19.2,3600.00
2020-03-13T16:00,7.8,51,45,0.30,19.8,3600.00
2020-03-13T17:00,6.8,51,56,0.10,12.9,3600.00
2020-03-13T18:00,5.9,3,82,0.00,8.0,0.00
2020-03-13T19:00,5.5,3,89,0.00,6.1,0.00
2020-03-13T20:00,5.3,1,45,0.00,5.1,0.00
2020-03-13T21:00,4.7,1,39,0.00,5.2,0.00
2020-03-13T22:00,3.4,1,46,0.00,6.5,0.00
2020-03-13T23:00,3.1,1,30,0.00,5.9,0.00
2020-03-14T00:00,3.1,1,26,0.00,6.1,0.00
2020-03-14T01:00,1.2,1,37,0.00,9.3,0.00
2020-03-14T02:00,1.0,2,60,0.00,8.7,0.00
2020-03-14T03:00,0.5,3,82,0.00,8.7,0.00
2020-03-14T04:00,1.1,3,84,0.00,5.4,0.00
2020-03-14T05:00,1.2,3,89,0.00,5.9,0.00
2020-03-14T06:00,2.4,3,89,0.00,7.3,0.00
2020-03-14T07:00,3.6,51,49,0.20,8.9,1004.19
2020-03-14T08:00,5.2,2,68,0.00,7.8,3600.00
2020-03-14T09:00,6.9,2,75,0.00,8.4,3600.00
2020-03-14T10:00,8.8,0,7,0.00,9.9,3600.00
2020-03-14T11:00,10.2,51,50,0.10,13.3,3600.00
2020-03-14T12:00,11.5,1,37,0.00,13.7,3600.00
2020-03-14T13:00,11.3,1,47,0.00,16.9,3600.00
2020-03-14T14:00,11.0,2,59,0.00,15.1,3600.00
2020-03-14T15:00,10.6,51,48,0.20,17.8,3600.00
2020-03-14T16:00,10.2,51,88,0.30,15.0,3600.00
2020-03-14T17:00,9.2,3,100,0.00,16.8,84.61
2020-03-14T18:00,8.4,3,100,0.00,16.2,0.00
2020-03-14T19:00,8.5,2,72,0.00,18.0,0.00
2020-03-14T20:00,8.1,1,35,0.00,18.4,0.00
2020-03-14T21:00,7.6,3,97,0.00,17.7,0.00
2020-03-14T22:00,8.2,3,96,0.00,18.6,0.00
2020-03-14T23:00,8.3,3,100,0.00,18.6,0.00
2020-03-15T00:00,8.4,3,100,0.00,18.3,0.00
2020-03-15T01:00,7.9,3,88,0.00,17.5,0.00
2020-03-15T02:00,7.2,2,67,0.00,17.2,0.00
2020-03-15T03:00,6.8,2,77,0.00,17.4,0.00
2020-03-15T04:00,6.4,2,71,0.00,16.6,0.00
2020-03-15T05:00,6.5,2,59,0.00,17.4,0.00
2020-03-15T06:00,6.6,2,77,0.00,17.7,0.00
2020-03-15T07:00,7.9,3,98,0.00,19.2,0.00
2020-03-15T08:00,9.0,3,94,0.00,16.8,0.00
2020-03-15T09:00,10.9,3,91,0.00,29.2,3600.00
2020-03-15T10:00,11.7,3,98,0.00,31.4,3600.00
2020-03-15T11:00,12.6,51,100,0.10,31.5,3600.00
2020-03-15T12:00,12.3,3,100,0.00,28.3,0.00
2020-03-15T13:00,12.2,3,99,0.00,23.7,0.00
2020-03-15T14:00,12.4,3,95,0.00,20.3,2128.55
2020-03-15T15:00,13.1,3,100,0.00,20.7,3249.41
2020-03-15T16:00,12.8,3,97,0.00,14.8,0.00
2020-03-15T17:00,12.8,3,98,0.00,14.7,202.30
2020-03-15T18:00,12.1,3,100,0.00,11.4,0.00
2020-03-15T19:00,11.3,2,51,0.00,8.9,0.00
2020-03-15T20:00,9.2,2,74,0.00,6.1,0.00
2020-03-15T21:00,9.1,2,70,0.00,6.2,0.00
2020-03-15T22:00,8.5,3,100,0.00,7.2,0.00
2020-03-15T23:00,8.2,3,81,0.00,8.0,0.00
2020-03-16T00:00,8.7,3,95,0.00,8.4,0.00
2020-03-16T01:00,8.7,3,91,0.00,7.9,0.00
2020-03-16T02:00,6.7,1,49,0.00,7.2,0.00
2020-03-16T03:00,6.2,1,35,0.00,7.5,0.00
2020-03-16T04:00,5.7,2,62,0.00,6.2,0.00
2020-03-16T05:00,5.4,3,91,0.00,7.9,0.00
2020-03-16T06:00,5.5,3,84,0.00,6.4,0.00
2020-03-16T07:00,7.4,3,98,0.00,6.8,865.89
2020-03-16T08:00,8.8,3,91,0.00,3.6,3347.83
2020-03-16T09:00,10.7,3,95,0.00,2.9,3600.00
2020-03-16T10:00,12.5,3,98,0.00,5.8,3600.00
2020-03-16T11:00,13.8,3,99,0.00,9.3,3600.00
2020-03-16T12:00,14.1,3,99,0.00,9.3,3600.00
2020-03-16T13:00,13.7,2,78,0.00,9.3,1805.94
2020-03-16T14:00,13.3,3,98,0.00,10.8,1201.78
2020-03-16T15:00,12.8,3,100,0.00,10.8,2794.39
2020-03-16T16:00,12.0,3,100,0.00,8.2,0.00
2020-03-16T17:00,10.9,51,100,0.10,4.3,0.00
2020-03-16T18:00,10.2,51,99,0.10,7.6,0.00
2020-03-16T19:00,9.6,51,97,0.10,9.2,0.00
2020-03-16T20:00,8.8,1,32,0.00,8.4,0.00
2020-03-16T21:00,6.6,1,43,0.00,5.4,0.00
2020-03-16T22:00,6.6,3,85,0.00,9.8,0.00
2020-03-16T23:00,6.7,3,93,0.00,8.9,0.00
2020-03-17T00:00,6.8,1,43,0.00,7.6,0.00
2020-03-17T01:00,6.4,3,83,0.00,6.6,0.00
2020-03-17T02:00,6.0,1,27,0.00,6.4,0.00
2020-03-17T03:00,4.7,2,75,0.00,7.0,0.00
2020-03-17T04:00,4.0,1,33,0.00,7.3,0.00
2020-03-17T05:00,3.6,2,52,0.00,8.4,0.00
2020-03-17T06:00,3.4,1,28,0.00,8.7,0.00
2020-03-17T07:00,4.9,0,0,0.00,11.1,2474.90
2020-03-17T08:00,7.0,0,0,0.00,11.7,3600.00
2020-03-17T09:00,8.5,1,27,0.00,13.4,3600.00
2020-03-17T10:00,9.8,1,36,0.00,14.5,3600.00
2020-03-17T11:00,11.0,1,37,0.00,14.4,3600.00
2020-03-17T12:00,12.2,1,39,0.00,15.2,3600.00
2020-03-17T13:00,12.5,1,49,0.00,14.1,3600.00
2020-03-17T14:00,12.9,2,66,0.00,14.4,3600.00
2020-03-17T15:00,12.9,1,45,0.00,14.8,3600.00
2020-03-17T16:00,12.4,2,54,0.00,12.3,3600.00
2020-03-17T17:00,10.8,3,98,0.00,8.9,3600.00
2020-03-17T18:00,9.3,3,97,0.00,8.7,0.00
2020-03-17T19:00,8.6,3,97,0.00,10.3,0.00
2020-03-17T20:00,8.0,3,80,0.00,11.7,0.00
2020-03-17T21:00,7.4,1,23,0.00,12.5,0.00
2020-03-17T22:00,6.9,2,69,0.00,12.0,0.00
2020-03-17T23:00,6.6,1,39,0.00,12.2,0.00
2020-03-18T00:00,6.9,0,0,0.00,13.1,0.00
2020-03-18T01:00,6.5,1,49,0.00,12.4,0.00
2020-03-18T02:00,6.3,1,37,0.00,13.4,0.00
2020-03-18T03:00,6.2,2,62,0.00,12.7,0.00
2020-03-18T04:00,6.0,2,69,0.00,13.4,0.00
2020-03-18T05:00,6.1,3,82,0.00,14.3,0.00
2020-03-18T06:00,6.3,2,77,0.00,14.8,0.00
2020-03-18T07:00,7.7,2,73,0.00,15.0,2612.28
2020-03-18T08:00,9.5,2,61,0.00,15.1,3600.00
2020-03-18T09:00,11.2,2,68,0.00,16.6,3600.00
2020-03-18T10:00,12.7,1,23,0.00,17.2,3600.00
2020-03-18T11:00,14.0,1,30,0.00,16.6,3600.00
2020-03-18T12:00,15.7,3,81,0.00,18.3,3600.00
2020-03-18T13:00,15.9,1,27,0.00,17.5,3600.00
2020-03-18T14:00,16.0,2,52,0.00,16.3,3600.00
2020-03-18T15:00,15.7,2,66,0.00,15.0,3600.00
2020-03-18T16:00,15.1,3,80,0.00,12.4,3600.00
2020-03-18T17:00,13.5,0,0,0.00,7.8,3600.00
2020-03-18T18:00,10.9,0,6,0.00,8.1,285.34
2020-03-18T19:00,9.8,0,0,0.00,8.2,0.00
2020-03-18T20:00,8.9,0,0,0.00,7.9,0.00
2020-03-18T21:00,8.4,0,2,0.00,8.4,0.00
2020-03-18T22:00,7.7,0,7,0.00,8.4,0.00
2020-03-18T23:00,7.1,0,7,0.00,8.4,0.00
2020-03-19T00:00,6.6,0,9,0.00,6.9,0.00
2020-03-19T01:00,6.6,0,12,0.00,6.5,0.00
2020-03-19T02:00,5.8,0,3,0.00,6.3,0.00
2020-03-19T03:00,5.2,0,2,0.00,6.5,0.00
2020-03-19T04:00,4.5,0,3,0.00,5.8,0.00
2020-03-19T05:00,4.2,1,36,0.00,5.9,0.00
2020-03-19T06:00,4.8,3,100,0.00,4.9,0.00
2020-03-19T07:00,6.7,3,100,0.00,3.6,0.00
2020-03-19T08:00,8.6,3,100,0.00,3.5,0.00
2020-03-19T09:00,9.2,3,100,0.00,2.6,0.00
2020-03-19T10:00,10.4,3,100,0.00,2.8,0.00
2020-03-19T11:00,11.7,3,91,0.00,2.8,0.00
2020-03-19T12:00,12.8,0,16,0.00,3.0,3600.00
2020-03-19T13:00,13.9,1,23,0.00,4.9,3600.00
2020-03-19T14:00,14.4,3,80,0.00,6.0,3600.00
2020-03-19T15:00,14.3,3,100,0.00,6.0,3600.00
2020-03-19T16:00,12.9,3,100,0.00,12.0,0.00
2020-03-19T17:00,11.4,3,94,0.00,13.0,0.00
2020-03-19T18:00,10.1,3,98,0.00,12.4,0.00
2020-03-19T19:00,9.4,3,100,0.00,12.5,0.00
2020-03-19T20:00,9.0,3,100,0.00,12.3,0.00
2020-03-19T21:00,8.6,51,100,0.20,11.2,0.00
2020-03-19T22:00,8.3,51,100,0.30,10.9,0.00
2020-03-19T23:00,7.9,51,100,0.20,10.8,0.00
2020-03-20T00:00,7.5,51,100,0.20,10.7,0.00
2020-03-20T01:00,7.4,3,84,0.00,11.1,0.00
2020-03-20T02:00,7.0,3,88,0.00,9.2,0.00
2020-03-20T03:00,6.8,3,86,0.00,10.6,0.00
2020-03-20T04:00,6.7,3,85,0.00,13.2,0.00
2020-03-20T05:00,6.5,3,88,0.00,14.5,0.00
2020-03-20T06:00,6.5,3,95,0.00,14.6,0.00
2020-03-20T07:00,6.8,3,99,0.00,12.1,0.00
2020-03-20T08:00,7.1,3,100,0.00,15.1,0.00
2020-03-20T09:00,7.2,3,100,0.00,15.9,0.00
2020-03-20T10:00,6.9,3,100,0.00,17.8,0.00
2020-03-20T11:00,6.5,51,100,0.20,16.1,0.00
2020-03-20T12:00,8.0,51,100,0.40,17.2,0.00
2020-03-20T13:00,8.6,3,100,0.00,21.3,847.66
2020-03-20T14:00,8.2,51,100,0.10,18.9,0.00
2020-03-20T15:00,7.7,51,100,0.40,17.0,0.00
2020-03-20T16:00,6.9,53,100,0.50,20.6,0.00
2020-03-20T17:00,6.2,51,100,0.30,20.2,0.00
2020-03-20T18:00,5.8,51,100,0.20,18.8,0.00
2020-03-20T19:00,5.5,51,100,0.30,18.3,0.00
2020-03-20T20:00,5.4,51,100,0.30,16.8,0.00
2020-03-20T21:00,5.3,51,100,0.30,16.8,0.00
2020-03-20T22:00,5.1,51,100,0.20,17.2,0.00
2020-03-20T23:00,5.0,51,98,0.10,17.2,0.00
2020-03-21T00:00,5.0,3,92,0.00,15.9,0.00
2020-03-21T01:00,4.9,3,87,0.00,16.6,0.00
2020-03-21T02:00,4.6,3,90,0.00,17.7,0.00
2020-03-21T03:00,4.5,3,91,0.00,18.9,0.00
2020-03-21T04:00,4.4,3,99,0.00,20.2,0.00
2020-03-21T05:00,4.5,3,86,0.00,20.4,0.00
2020-03-21T06:00,3.7,0,15,0.00,20.2,0.00
2020-03-21T07:00,2.7,0,10,0.00,17.8,3026.83
2020-03-21T08:00,3.1,0,6,0.00,20.7,3600.00
2020-03-21T09:00,4.6,0,0,0.00,21.9,3600.00
2020-03-21T10:00,6.5,0,1,0.00,22.4,3600.00
2020-03-21T11:00,8.1,3,84,0.00,29.2,3600.00
2020-03-21T12:00,8.6,3,81,0.00,26.1,3600.00
2020-03-21T13:00,8.9,3,81,0.00,25.6,3600.00
2020-03-21T14:00,9.4,2,53,0.00,27.8,3600.00
2020-03-21T15:00,8.3,2,51,0.00,26.6,3600.00
2020-03-21T16:00,8.0,0,0,0.00,25.2,3600.00
2020-03-21T17:00,7.0,0,0,0.00,22.4,3600.00
2020-03-21T18:00,5.7,0,2,0.00,21.3,935.11
2020-03-21T19:00,4.8,0,2,0.00,23.0,0.00
2020-03-21T20:00,4.1,0,1,0.00,23.3,0.00
2020-03-21T21:00,3.4,0,1,0.00,22.6,0.00
2020-03-21T22:00,2.8,0,1,0.00,21.0,0.00
2020-03-21T23:00,2.3,0,1,0.00,20.1,0.00
2020-03-22T00:00,2.0,0,2,0.00,19.2,0.00
2020-03-22T01:00,1.8,0,1,0.00,19.1,0.00
2020-03-22T02:00,1.5,0,1,0.00,18.8,0.00
2020-03-22T03:00,1.2,0,0,0.00,18.4,0.00
2020-03-22T04:00,0.8,0,0,0.00,18.1,0.00
2020-03-22T05:00,0.4,0,0,0.00,17.8,0.00
2020-03-22T06:00,0.2,0,0,0.00,18.5,0.00
2020-03-22T07:00,1.3,0,0,0.00,16.8,3165.40
2020-03-22T08:00,2.7,0,0,0.00,21.0,3600.00
2020-03-22T09:00,4.0,0,1,0.00,22.3,3600.00
2020-03-22T10:00,5.5,0,0,0.00,21.6,3600.00
2020-03-22T11:00,6.9,0,0,0.00,22.3,3600.00
2020-03-22T12:00,8.9,0,0,0.00,20.9,3600.00
2020-03-22T13:00,9.5,0,0,0.00,21.6,3600.00
2020-03-22T14:00,10.0,0,0,0.00,21.6,3600.00
2020-03-22T15:00,10.1,0,0,0.00,21.2,3600.00
2020-03-22T16:00,9.6,0,0,0.00,20.2,3600.00
2020-03-22T17:00,8.2,0,0,0.00,16.8,3600.00
2020-03-22T18:00,6.4,0,0,0.00,16.9,1193.24
2020-03-22T19:00,5.4,0,0,0.00,18.5,0.00
2020-03-22T20:00,4.7,0,0,0.00,21.5,0.00
2020-03-22T21:00,3.7,0,0,0.00,21.9,0.00
2020-03-22T22:00,2.8,0,0,0.00,20.6,0.00
2020-03-22T23:00,2.1,0,0,0.00,19.8,0.00
2020-03-23T00:00,2.6,0,0,0.00,19.5,0.00
2020-03-23T01:00,2.2,0,0,0.00,19.0,0.00
2020-03-23T02:00,1.8,0,0,0.00,18.7,0.00
2020-03-23T03:00,1.4,0,0,0.00,18.7,0.00
2020-03-23T04:00,0.9,0,0,0.00,18.5,0.00
2020-03-23T05:00,0.4,0,0,0.00,18.2,0.00
2020-03-23T06:00,-0.0,0,0,0.00,18.4,0.00
2020-03-23T07:00,0.8,0,0,0.00,16.6,3303.94
2020-03-23T08:00,1.9,0,0,0.00,21.9,3600.00
2020-03-23T09:00,3.1,0,0,0.00,21.3,3600.00
2020-03-23T10:00,4.5,0,0,0.00,21.6,3600.00
2020-03-23T11:00,5.9,0,0,0.00,21.6,3600.00
2020-03-23T12:00,8.0,0,0,0.00,21.6,3600.00
2020-03-23T13:00,8.6,0,0,0.00,21.9,3600.00
2020-03-23T14:00,9.0,0,0,0.00,21.3,3600.00
2020-03-23T15:00,9.0,0,0,0.00,20.8,3600.00
2020-03-23T16:00,8.5,0,0,0.00,19.3,3600.00
2020-03-23T17:00,7.4,0,0,0.00,16.5,3600.00
2020-03-23T18:00,5.9,0,0,0.00,16.5,1476.04
2020-03-23T19:00,4.9,0,0,0.00,16.9,0.00
2020-03-23T20:00,4.1,0,0,0.00,16.7,0.00
2020-03-23T21:00,3.5,0,0,0.00,16.8,0.00
2020-03-23T22:00,3.0,0,0,0.00,16.9,0.00
2020-03-23T23:00,2.5,0,0,0.00,16.2,0.00
2020-03-24T00:00,3.5,3,96,0.00,18.1,0.00
2020-03-24T01:00,2.8,2,79,0.00,15.0,0.00
2020-03-24T02:00,1.9,2,56,0.00,12.8,0.00
2020-03-24T03:00,1.1,0,1,0.00,12.5,0.00
2020-03-24T04:00,0.5,0,0,0.00,13.6,0.00
2020-03-24T05:00,0.0,0,0,0.00,12.2,0.00
2020-03-24T06:00,-0.1,0,0,0.00,11.6,0.00
2020-03-24T07:00,1.5,0,0,0.00,13.9,3442.32
2020-03-24T08:00,3.2,0,0,0.00,16.3,3600.00
2020-03-24T09:00,5.0,0,0,0.00,16.4,3600.00
2020-03-24T10:00,6.5,0,0,0.00,17.1,3600.00
2020-03-24T11:00,7.7,0,0,0.00,17.8,3600.00
2020-03-24T12:00,9.1,0,0,0.00,17.2,3600.00
2020-03-24T13:00,9.5,0,0,0.00,17.0,3600.00
2020-03-24T14:00,9.9,0,0,0.00,17.5,3600.00
2020-03-24T15:00,9.9,0,0,0.00,18.4,3600.00
2020-03-24T16:00,9.4,0,0,0.00,16.4,3600.00
2020-03-24T17:00,8.0,0,0,0.00,13.0,3600.00
2020-03-24T18:00,5.8,0,0,0.00,11.1,1576.96
2020-03-24T19:00,4.3,0,0,0.00,10.7,0.00
2020-03-24T20:00,3.5,0,0,0.00,11.0,0.00
2020-03-24T21:00,2.7,0,0,0.00,11.0,0.00
2020-03-24T22:00,2.1,0,0,0.00,9.9,0.00
2020-03-24T23:00,1.0,3,82,0.00,7.9,0.00
2020-03-25T00:00,2.1,3,84,0.00,9.7,0.00
2020-03-25T01:00,1.3,0,0,0.00,9.5,0.00
2020-03-25T02:00,0.7,0,0,0.00,11.0,0.00
2020-03-25T03:00,0.3,0,0,0.00,11.1,0.00
2020-03-25T04:00,-0.3,0,0,0.00,10.2,0.00
2020-03-25T05:00,-0.9,0,0,0.00,9.6,0.00
2020-03-25T06:00,-1.1,0,0,0.00,10.2,0.00
2020-03-25T07:00,0.9,0,0,0.00,12.4,3580.42
2020-03-25T08:00,2.9,0,0,0.00,14.5,3600.00
2020-03-25T09:00,4.5,0,0,0.00,14.8,3600.00
2020-03-25T10:00,6.1,0,0,0.00,14.2,3600.00
2020-03-25T11:00,7.4,0,0,0.00,13.7,3600.00
2020-03-25T12:00,9.5,1,47,0.00,12.6,3600.00
2020-03-25T13:00,9.9,2,57,0.00,13.3,3600.00
2020-03-25T14:00,10.3,2,63,0.00,14.7,3600.00
2020-03-25T15:00,10.4,2,64,0.00,15.9,3600.00
2020-03-25T16:00,10.1,2,56,0.00,16.2,3600.00
2020-03-25T17:00,8.8,3,89,0.00,14.2,3600.00
2020-03-25T18:00,7.1,3,97,0.00,14.7,807.01
2020-03-25T19:00,6.4,3,96,0.00,16.9,0.00
2020-03-25T20:00,5.8,3,95,0.00,16.6,0.00
2020-03-25T21:00,5.2,3,97,0.00,16.2,0.00
2020-03-25T22:00,4.7,3,85,0.00,14.2,0.00
2020-03-25T23:00,3.1,1,46,0.00,12.1,0.00
2020-03-26T00:00,3.2,0,5,0.00,13.2,0.00
2020-03-26T01:00,2.4,0,18,0.00,12.8,0.00
2020-03-26T02:00,1.7,0,0,0.00,12.8,0.00
2020-03-26T03:00,1.1,0,0,0.00,12.8,0.00
2020-03-26T04:00,0.7,0,0,0.00,13.4,0.00
2020-03-26T05:00,0.3,0,0,0.00,13.7,0.00
2020-03-26T06:00,0.3,0,0,0.00,14.6,0.00
2020-03-26T07:00,1.8,0,0,0.00,15.0,3600.00
2020-03-26T08:00,3.8,0,0,0.00,15.8,3600.00
2020-03-26T09:00,5.7,0,0,0.00,15.7,3600.00
2020-03-26T10:00,7.3,0,0,0.00,16.1,3600.00
2020-03-26T11:00,8.5,0,0,0.00,15.8,3600.00
2020-03-26T12:00,10.1,0,0,0.00,17.4,3600.00
2020-03-26T13:00,10.5,0,0,0.00,20.0,3600.00
2020-03-26T14:00,10.7,0,0,0.00,20.7,3600.00
2020-03-26T15:00,10.5,0,0,0.00,20.0,3600.00
2020-03-26T16:00,10.1,0,0,0.00,19.6,3600.00
2020-03-26T17:00,9.2,0,0,0.00,14.5,3600.00
2020-03-26T18:00,7.3,0,0,0.00,12.5,1777.71
2020-03-26T19:00,6.5,0,0,0.00,15.8,0.00
2020-03-26T20:00,6.0,0,1,0.00,15.9,0.00
2020-03-26T21:00,5.3,0,0,0.00,14.9,0.00
2020-03-26T22:00,4.6,0,0,0.00,14.2,0.00
2020-03-26T23:00,4.1,0,0,0.00,13.3,0.00
2020-03-27T00:00,4.0,0,0,0.00,11.3,0.00
2020-03-27T01:00,3.6,0,0,0.00,11.7,0.00
2020-03-27T02:00,3.1,0,0,0.00,11.7,0.00
2020-03-27T03:00,2.8,0,0,0.00,12.2,0.00
2020-03-27T04:00,2.4,0,0,0.00,11.5,0.00
2020-03-27T05:00,2.1,0,0,0.00,12.0,0.00
2020-03-27T06:00,2.2,0,0,0.00,13.3,0.00
2020-03-27T07:00,3.8,0,0,0.00,13.3,3600.00
2020-03-27T08:00,5.6,0,0,0.00,15.6,3600.00
2020-03-27T09:00,7.5,0,0,0.00,15.1,3600.00
2020-03-27T10:00,9.4,0,0,0.00,15.8,3600.00
2020-03-27T11:00,10.9,0,0,0.00,16.6,3600.00
2020-03-27T12:00,12.6,0,0,0.00,15.4,3600.00
2020-03-27T13:00,13.5,0,0,0.00,16.3,3600.00
2020-03-27T14:00,14.1,0,0,0.00,17.1,3600.00
2020-03-27T15:00,14.4,0,0,0.00,16.9,3600.00
2020-03-27T16:00,14.3,0,0,0.00,15.1,3600.00
2020-03-27T17:00,13.3,0,0,0.00,11.5,3600.00
2020-03-27T18:00,11.4,0,0,0.00,13.0,1877.53
2020-03-27T19:00,10.6,0,0,0.00,14.3,0.00
2020-03-27T20:00,9.8,0,0,0.00,14.8,0.00
2020-03-27T21:00,9.3,0,0,0.00,14.9,0.00
2020-03-27T22:00,8.7,0,0,0.00,14.4,0.00
2020-03-27T23:00,7.9,0,0,0.00,13.8,0.00
2020-03-28T00:00,7.3,0,0,0.00,11.7,0.00
2020-03-28T01:00,6.8,0,0,0.00,11.5,0.00
2020-03-28T02:00,6.2,0,0,0.00,12.7,0.00
2020-03-28T03:00,5.8,0,0,0.00,13.8,0.00
2020-03-28T04:00,5.3,0,0,0.00,14.2,0.00
2020-03-28T05:00,4.8,0,0,0.00,15.0,0.00
2020-03-28T06:00,4.7,0,0,0.00,16.2,0.00
2020-03-28T07:00,6.0,0,0,0.00,15.9,3600.00
2020-03-28T08:00,7.5,0,0,0.00,18.0,3600.00
2020-03-28T09:00,9.1,0,0,0.00,18.5,3600.00
2020-03-28T10:00,10.5,0,0,0.00,18.6,3600.00
2020-03-28T11:00,11.6,0,0,0.00,18.9,3600.00
2020-03-28T12:00,12.7,0,0,0.00,19.5,3600.00
2020-03-28T13:00,12.6,0,0,0.00,20.5,3600.00
2020-03-28T14:00,12.7,0,2,0.00,20.5,3600.00
2020-03-28T15:00,12.3,0,1,0.00,21.0,3600.00
2020-03-28T16:00,11.3,0,16,0.00,22.5,3600.00
2020-03-28T17:00,9.8,1,20,0.00,22.9,3600.00
2020-03-28T18:00,8.1,1,22,0.00,19.1,1682.43
2020-03-28T19:00,6.7,2,50,0.00,18.8,0.00
2020-03-28T20:00,6.1,0,17,0.00,18.9,0.00
2020-03-28T21:00,5.0,1,44,0.00,18.6,0.00
2020-03-28T22:00,4.7,1,44,0.00,17.7,0.00
2020-03-28T23:00,4.2,2,64,0.00,17.6,0.00
2020-03-29T00:00,3.9,1,33,0.00,18.7,0.00
2020-03-29T01:00,3.7,3,99,0.00,12.0,0.00
2020-03-29T02:00,4.1,2,78,0.00,12.8,0.00
2020-03-29T03:00,3.9,1,24,0.00,13.2,0.00
2020-03-29T04:00,3.1,0,3,0.00,14.8,0.00
2020-03-29T05:00,2.5,0,4,0.00,16.3,0.00
2020-03-29T06:00,2.8,0,2,0.00,17.3,0.00
2020-03-29T07:00,4.3,0,11,0.00,17.7,3600.00
2020-03-29T08:00,5.4,1,20,0.00,29.4,3600.00
2020-03-29T09:00,5.8,51,24,0.10,31.2,3600.00
2020-03-29T10:00,5.8,51,44,0.20,31.9,3600.00
2020-03-29T11:00,6.4,51,44,0.10,31.4,3600.00
2020-03-29T12:00,6.5,51,83,0.20,31.6,3600.00
2020-03-29T13:00,6.2,51,73,0.20,31.6,3600.00
2020-03-29T14:00,6.1,2,54,0.00,33.0,3600.00
2020-03-29T15:00,6.1,3,100,0.00,32.4,3600.00
2020-03-29T16:00,5.3,3,93,0.00,30.0,354.20
2020-03-29T17:00,4.9,3,91,0.00,26.2,0.00
2020-03-29T18:00,4.5,2,68,0.00,22.1,0.00
2020-03-29T19:00,3.4,1,21,0.00,21.7,0.00
2020-03-29T20:00,2.2,0,11,0.00,21.3,0.00
2020-03-29T21:00,1.3,0,0,0.00,20.0,0.00
2020-03-29T22:00,0.9,0,0,0.00,18.4,0.00
2020-03-29T23:00,0.2,0,0,0.00,15.3,0.00
2020-03-30T00:00,-0.8,0,0,0.00,12.7,0.00
2020-03-30T01:00,-1.2,0,0,0.00,13.4,0.00
2020-03-30T02:00,-1.6,0,0,0.00,12.2,0.00
2020-03-30T03:00,-2.4,0,0,0.00,7.2,0.00
2020-03-30T04:00,-4.0,0,0,0.00,8.4,0.00
2020-03-30T05:00,-4.1,0,2,0.00,6.8,0.00
2020-03-30T06:00,-2.7,2,78,0.00,6.1,46.93
2020-03-30T07:00,0.0,2,63,0.00,4.5,3600.00
2020-03-30T08:00,2.4,0,2,0.00,3.6,3600.00
2020-03-30T09:00,4.7,0,3,0.00,5.7,3600.00
2020-03-30T10:00,6.2,0,0,0.00,7.4,3600.00
2020-03-30T11:00,7.8,2,74,0.00,10.0,3600.00
2020-03-30T12:00,7.1,3,100,0.00,14.4,3600.00
2020-03-30T13:00,6.4,3,99,0.00,15.5,0.00
2020-03-30T14:00,7.2,3,83,0.00,13.0,516.50
2020-03-30T15:00,7.6,51,69,0.10,11.9,3600.00
2020-03-30T16:00,6.9,2,68,0.00,10.8,3600.00
2020-03-30T17:00,6.6,51,59,0.10,8.7,3600.00
2020-03-30T18:00,4.8,51,52,0.40,6.2,998.25
2020-03-30T19:00,4.2,51,44,0.10,6.9,0.00
2020-03-30T20:00,3.4,51,58,0.10,6.3,0.00
2020-03-30T21:00,3.7,3,86,0.00,6.9,0.00
2020-03-30T22:00,3.5,1,40,0.00,7.3,0.00
2020-03-30T23:00,2.9,0,18,0.00,8.3,0.00
2020-03-31T00:00,2.9,0,12,0.00,10.5,0.00
