latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.42355,5.533454,23.0,0,GMT,GMT

time,temperature_2m (°C),weather_code (wmo code),cloud_cover (%),precipitation (mm),wind_speed_10m (km/h),sunshine_duration (s)
2020-01-06T11:00,5.6,0,2,0.00,12.7,3600.00
2020-01-06T12:00,6.2,0,1,0.00,12.0,3600.00
2020-01-06T13:00,6.5,0,0,0.00,12.4,3600.00
2020-01-06T14:00,6.5,0,1,0.00,11.4,3600.00
2020-01-06T15:00,5.7,0,3,0.00,10.2,3600.00
2020-01-06T16:00,4.3,0,18,0.00,9.9,46.77
2020-01-06T17:00,3.9,1,28,0.00,10.9,0.00
2020-01-06T18:00,4.5,3,86,0.00,15.0,0.00
2020-01-06T19:00,4.4,2,50,0.00,16.1,0.00
2020-01-06T20:00,4.1,1,31,0.00,16.8,0.00
2020-01-06T21:00,3.9,3,100,0.00,18.1,0.00
2020-01-06T22:00,4.4,3,100,0.00,16.5,0.00
2020-01-06T23:00,5.0,53,100,0.50,16.1,0.00
2020-01-07T00:00,5.0,55,100,1.00,16.0,0.00
2020-01-07T01:00,5.5,3,100,0.00,16.3,0.00
2020-01-07T02:00,6.0,3,98,0.00,15.5,0.00
2020-01-07T03:00,6.4,3,88,0.00,15.2,0.00
2020-01-07T04:00,6.3,1,28,0.00,15.3,0.00
2020-01-07T05:00,5.7,0,15,0.00,13.4,0.00
2020-01-07T06:00,5.3,0,19,0.00,12.9,0.00
2020-01-07T07:00,4.8,0,17,0.00,11.2,0.00
2020-01-07T08:00,4.4,0,0,0.00,9.9,0.00
2020-01-07T09:00,4.9,0,1,0.00,11.4,2168.38
2020-01-07T10:00,6.3,2,71,0.00,14.8,3600.00
2020-01-07T11:00,7.2,2,68,0.00,13.9,3600.00
2020-01-07T12:00,7.3,3,100,0.00,18.6,3600.00
2020-01-07T13:00,7.6,3,100,0.00,20.1,0.00
2020-01-07T14:00,7.7,3,100,0.00,17.1,0.00
2020-01-07T15:00,7.6,1,31,0.00,15.7,0.00
2020-01-07T16:00,6.4,0,10,0.00,16.7,10.98
2020-01-07T17:00,6.0,2,63,0.00,17.7,0.00
2020-01-07T18:00,6.0,3,99,0.00,18.7,0.00
2020-01-07T19:00,5.6,3,92,0.00,20.0,0.00
2020-01-07T20:00,5.5,3,100,0.00,20.4,0.00
2020-01-07T21:00,5.8,51,98,0.10,21.1,0.00
2020-01-07T22:00,6.2,1,42,0.00,21.6,0.00
2020-01-07T23:00,6.6,3,98,0.00,21.6,0.00
2020-01-08T00:00,7.2,3,98,0.00,22.7,0.00
2020-01-08T01:00,8.3,3,94,0.00,23.9,0.00
2020-01-08T02:00,8.6,53,100,0.90,20.9,0.00
2020-01-08T03:00,9.6,3,100,0.00,22.8,0.00
2020-01-08T04:00,10.1,3,100,0.00,22.8,0.00
2020-01-08T05:00,10.5,51,100,0.10,21.5,0.00
2020-01-08T06:00,10.8,51,100,0.10,21.0,0.00
2020-01-08T07:00,11.0,51,100,0.10,20.1,0.00
2020-01-08T08:00,11.2,51,100,0.10,19.1,0.00
2020-01-08T09:00,11.2,55,100,1.20,18.4,0.00
2020-01-08T10:00,11.3,53,100,0.50,17.1,0.00
2020-01-08T11:00,11.4,51,100,0.20,17.3,0.00
2020-01-08T12:00,11.3,51,100,0.30,16.3,0.00
2020-01-08T13:00,11.5,51,100,0.30,17.0,0.00
2020-01-08T14:00,11.4,51,100,0.20,15.5,0.00
2020-01-08T15:00,11.5,51,100,0.10,17.0,0.00
2020-01-08T16:00,11.3,3,100,0.00,12.3,0.00
2020-01-08T17:00,10.9,51,100,0.20,8.0,0.00
2020-01-08T18:00,10.6,51,100,0.20,5.9,0.00
2020-01-08T19:00,10.5,51,100,0.10,7.9,0.00
2020-01-08T20:00,10.5,51,100,0.10,9.2,0.00
2020-01-08T21:00,10.3,51,100,0.10,9.8,0.00
2020-01-08T22:00,10.0,51,100,0.30,9.0,0.00
2020-01-08T23:00,9.8,53,100,0.70,9.5,0.00
2020-01-09T00:00,9.9,53,100,0.80,11.9,0.00
2020-01-09T01:00,10.0,2,70,0.00,12.3,0.00
2020-01-09T02:00,10.3,3,100,0.00,13.7,0.00
2020-01-09T03:00,10.9,3,100,0.00,17.5,0.00
2020-01-09T04:00,11.1,3,100,0.00,18.3,0.00
2020-01-09T05:00,11.3,51,100,0.20,20.3,0.00
2020-01-09T06:00,11.3,51,100,0.20,21.3,0.00
2020-01-09T07:00,11.3,51,100,0.10,21.7,0.00
2020-01-09T08:00,11.5,51,99,0.10,22.7,0.00
2020-01-09T09:00,11.7,51,96,0.10,24.8,0.00
2020-01-09T10:00,12.1,51,98,0.10,26.6,0.00
2020-01-09T11:00,12.1,51,97,0.40,26.5,0.00
2020-01-09T12:00,12.3,53,98,0.60,23.9,0.00
2020-01-09T13:00,12.9,3,100,0.00,24.2,3600.00
2020-01-09T14:00,13.0,3,100,0.00,24.1,0.00
2020-01-09T15:00,12.8,2,66,0.00,24.3,0.00
2020-01-09T16:00,12.5,3,83,0.00,23.7,0.00
2020-01-09T17:00,12.4,3,99,0.00,23.3,0.00
2020-01-09T18:00,12.3,51,100,0.10,22.9,0.00
2020-01-09T19:00,12.1,51,100,0.10,21.1,0.00
2020-01-09T20:00,11.8,51,96,0.30,20.1,0.00
2020-01-09T21:00,11.3,51,92,0.30,20.1,0.00
2020-01-09T22:00,11.0,3,91,0.00,19.0,0.00
2020-01-09T23:00,10.9,3,99,0.00,21.9,0.00
2020-01-10T00:00,10.6,51,100,0.20,25.0,0.00
2020-01-10T01:00,10.1,51,98,0.20,22.8,0.00
2020-01-10T02:00,9.1,51,74,0.30,19.1,0.00
2020-01-10T03:00,8.6,51,56,0.10,17.8,0.00
2020-01-10T04:00,8.3,51,82,0.10,14.8,0.00
2020-01-10T05:00,8.0,51,90,0.10,14.6,0.00
2020-01-10T06:00,7.7,53,94,0.50,13.0,0.00
2020-01-10T07:00,7.7,53,93,0.50,11.5,0.00
2020-01-10T08:00,7.5,1,43,0.00,11.9,0.00
2020-01-10T09:00,7.6,51,100,0.20,14.8,1850.12
2020-01-10T10:00,7.8,1,44,0.00,14.1,0.00
2020-01-10T11:00,8.2,1,38,0.00,16.6,3600.00
2020-01-10T12:00,8.1,2,50,0.00,18.3,3600.00
2020-01-10T13:00,8.0,51,89,0.10,18.3,3600.00
2020-01-10T14:00,7.7,51,95,0.10,18.7,2200.12
2020-01-10T15:00,7.4,2,76,0.00,17.9,0.00
2020-01-10T16:00,6.8,2,58,0.00,15.5,0.00
2020-01-10T17:00,6.0,1,21,0.00,12.5,0.00
2020-01-10T18:00,4.8,1,33,0.00,9.0,0.00
2020-01-10T19:00,4.1,1,39,0.00,8.5,0.00
2020-01-10T20:00,3.9,1,36,0.00,7.9,0.00
2020-01-10T21:00,3.6,1,38,0.00,7.1,0.00
2020-01-10T22:00,3.5,1,43,0.00,9.1,0.00
2020-01-10T23:00,3.6,1,48,0.00,9.7,0.00
2020-01-11T00:00,3.5,2,54,0.00,9.8,0.00
2020-01-11T01:00,3.0,2,52,0.00,9.2,0.00
2020-01-11T02:00,3.0,1,42,0.00,9.7,0.00
2020-01-11T03:00,3.2,3,91,0.00,10.9,0.00
2020-01-11T04:00,2.8,3,84,0.00,9.9,0.00
2020-01-11T05:00,2.3,3,80,0.00,10.0,0.00
2020-01-11T06:00,2.1,3,91,0.00,12.7,0.00
2020-01-11T07:00,2.1,3,94,0.00,13.6,0.00
2020-01-11T08:00,2.3,3,100,0.00,15.0,0.00
2020-01-11T09:00,3.3,3,100,0.00,16.5,260.71
2020-01-11T10:00,4.5,3,97,0.00,15.4,2982.05
2020-01-11T11:00,5.6,3,99,0.00,17.7,3600.00
2020-01-11T12:00,6.6,3,98,0.00,20.3,3600.00
2020-01-11T13:00,7.0,3,97,0.00,20.8,3600.00
2020-01-11T14:00,6.9,3,97,0.00,19.1,3600.00
2020-01-11T15:00,6.5,3,98,0.00,20.3,1933.98
2020-01-11T16:00,6.0,3,92,0.00,20.1,0.00
2020-01-11T17:00,5.6,3,86,0.00,20.8,0.00
2020-01-11T18:00,5.4,2,73,0.00,21.4,0.00
2020-01-11T19:00,5.1,0,8,0.00,21.3,0.00
2020-01-11T20:00,4.8,1,25,0.00,21.3,0.00
2020-01-11T21:00,4.6,2,61,0.00,21.1,0.00
2020-01-11T22:00,4.5,0,7,0.00,21.3,0.00
2020-01-11T23:00,4.3,1,33,0.00,20.4,0.00
2020-01-12T00:00,4.4,1,27,0.00,21.8,0.00
2020-01-12T01:00,4.3,2,63,0.00,21.5,0.00
2020-01-12T02:00,4.3,2,67,0.00,22.0,0.00
2020-01-12T03:00,4.3,2,79,0.00,23.2,0.00
2020-01-12T04:00,4.2,2,66,0.00,23.1,0.00
2020-01-12T05:00,4.2,3,83,0.00,22.9,0.00
2020-01-12T06:00,4.1,3,85,0.00,22.7,0.00
2020-01-12T07:00,4.2,2,75,0.00,22.3,0.00
2020-01-12T08:00,4.7,2,50,0.00,23.4,0.00
2020-01-12T09:00,5.6,2,62,0.00,24.4,2373.66
2020-01-12T10:00,6.6,3,100,0.00,21.7,3600.00
2020-01-12T11:00,6.9,51,100,0.10,25.9,0.00
2020-01-12T12:00,7.0,3,100,0.00,26.0,0.00
2020-01-12T13:00,7.5,3,99,0.00,23.6,0.00
2020-01-12T14:00,8.5,3,85,0.00,29.3,0.00
2020-01-12T15:00,9.2,3,100,0.00,27.3,637.48
2020-01-12T16:00,9.1,51,55,0.10,24.2,0.00
2020-01-12T17:00,8.5,1,41,0.00,21.9,0.00
2020-01-12T18:00,8.2,51,50,0.10,19.2,0.00
2020-01-12T19:00,7.9,1,43,0.00,17.7,0.00
2020-01-12T20:00,7.5,2,71,0.00,16.3,0.00
2020-01-12T21:00,7.0,51,80,0.10,15.6,0.00
2020-01-12T22:00,6.8,51,41,0.10,15.3,0.00
2020-01-12T23:00,6.5,51,48,0.10,15.3,0.00
2020-01-13T00:00,6.6,51,99,0.20,14.3,0.00
2020-01-13T01:00,6.7,3,99,0.00,14.0,0.00
2020-01-13T02:00,6.4,3,98,0.00,14.5,0.00
2020-01-13T03:00,5.8,3,99,0.00,14.5,0.00
2020-01-13T04:00,5.7,3,98,0.00,14.0,0.00
2020-01-13T05:00,5.7,3,98,0.00,14.3,0.00
2020-01-13T06:00,5.7,3,96,0.00,14.2,0.00
2020-01-13T07:00,5.5,1,30,0.00,12.9,0.00
2020-01-13T08:00,5.1,1,29,0.00,11.0,0.00
2020-01-13T09:00,6.2,1,36,0.00,11.7,2424.91
2020-01-13T10:00,7.4,2,62,0.00,12.1,3600.00
2020-01-13T11:00,8.0,51,82,0.10,18.5,3600.00
2020-01-13T12:00,8.6,51,87,0.10,16.5,1403.97
2020-01-13T13:00,8.5,51,50,0.10,16.7,3600.00
2020-01-13T14:00,8.4,1,41,0.00,16.8,3600.00
2020-01-13T15:00,7.9,3,95,0.00,15.9,3600.00
2020-01-13T16:00,7.1,3,100,0.00,17.0,66.63
2020-01-13T17:00,7.8,3,100,0.00,20.5,0.00
2020-01-13T18:00,8.4,3,100,0.00,23.4,0.00
2020-01-13T19:00,8.4,3,100,0.00,23.1,0.00
2020-01-13T20:00,8.9,53,100,0.50,24.5,0.00
2020-01-13T21:00,9.4,3,100,0.00,26.9,0.00
2020-01-13T22:00,9.7,3,100,0.00,27.2,0.00
2020-01-13T23:00,9.9,3,100,0.00,28.5,0.00
2020-01-14T00:00,10.4,3,100,0.00,29.7,0.00
2020-01-14T01:00,10.4,3,100,0.00,29.4,0.00
2020-01-14T02:00,10.9,3,100,0.00,29.5,0.00
2020-01-14T03:00,10.6,51,100,0.20,30.2,0.00
2020-01-14T04:00,10.1,53,100,0.60,31.1,0.00
2020-01-14T05:00,9.8,51,100,0.20,31.6,0.00
2020-01-14T06:00,9.6,51,100,0.40,32.0,0.00
2020-01-14T07:00,9.4,51,100,0.20,32.0,0.00
2020-01-14T08:00,9.8,3,100,0.00,30.5,0.00
2020-01-14T09:00,10.1,51,100,0.20,26.3,0.00
2020-01-14T10:00,10.0,51,100,0.30,23.4,0.00
2020-01-14T11:00,9.9,51,100,0.20,23.0,0.00
2020-01-14T12:00,9.6,51,100,0.30,23.8,0.00
2020-01-14T13:00,10.1,3,100,0.00,26.9,0.00
2020-01-14T14:00,10.4,3,99,0.00,27.9,0.00
2020-01-14T15:00,10.2,51,100,0.20,30.0,0.00
2020-01-14T16:00,10.2,3,98,0.00,32.9,0.00
2020-01-14T17:00,10.4,3,99,0.00,33.3,0.00
2020-01-14T18:00,10.8,3,99,0.00,34.2,0.00
2020-01-14T19:00,10.9,3,96,0.00,33.7,0.00
2020-01-14T20:00,10.9,3,97,0.00,32.9,0.00
2020-01-14T21:00,10.6,51,92,0.20,31.6,0.00
2020-01-14T22:00,10.4,53,82,0.60,32.3,0.00
2020-01-14T23:00,10.4,51,86,0.20,31.4,0.00
2020-01-15T00:00,10.7,0,18,0.00,30.7,0.00
2020-01-15T01:00,10.8,3,98,0.00,30.7,0.00
2020-01-15T02:00,11.4,2,56,0.00,29.7,0.00
2020-01-15T03:00,11.3,0,19,0.00,30.3,0.00
2020-01-15T04:00,11.0,0,1,0.00,31.5,0.00
2020-01-15T05:00,10.8,0,12,0.00,31.3,0.00
2020-01-15T06:00,10.6,1,39,0.00,28.8,0.00
2020-01-15T07:00,10.4,1,35,0.00,27.9,0.00
2020-01-15T08:00,10.1,1,35,0.00,27.0,0.00
2020-01-15T09:00,10.3,0,9,0.00,26.1,2537.84
2020-01-15T10:00,10.9,1,27,0.00,26.7,3600.00
2020-01-15T11:00,11.4,3,87,0.00,24.5,3600.00
2020-01-15T12:00,12.2,3,100,0.00,25.1,3600.00
2020-01-15T13:00,12.2,3,100,0.00,23.9,3600.00
2020-01-15T14:00,11.5,51,100,0.30,29.6,0.00
2020-01-15T15:00,10.6,53,100,0.60,27.6,0.00
2020-01-15T16:00,9.9,53,100,0.80,26.5,0.00
2020-01-15T17:00,9.7,53,100,0.70,25.8,0.00
2020-01-15T18:00,9.4,51,99,0.10,17.7,0.00
2020-01-15T19:00,8.6,1,39,0.00,15.6,0.00
2020-01-15T20:00,7.2,0,1,0.00,14.5,0.00
2020-01-15T21:00,6.5,0,1,0.00,13.6,0.00
2020-01-15T22:00,6.3,0,0,0.00,14.9,0.00
2020-01-15T23:00,6.0,0,1,0.00,14.6,0.00
2020-01-16T00:00,5.5,0,1,0.00,11.5,0.00
2020-01-16T01:00,4.9,0,0,0.00,11.1,0.00
2020-01-16T02:00,4.6,0,0,0.00,11.1,0.00
2020-01-16T03:00,4.3,0,0,0.00,10.6,0.00
2020-01-16T04:00,4.1,0,0,0.00,10.8,0.00
2020-01-16T05:00,3.9,0,0,0.00,10.2,0.00
2020-01-16T06:00,3.6,2,52,0.00,9.3,0.00
2020-01-16T07:00,3.2,2,64,0.00,8.4,0.00
2020-01-16T08:00,3.1,3,84,0.00,9.5,0.00
2020-01-16T09:00,4.4,3,80,0.00,11.8,2599.80
2020-01-16T10:00,6.0,3,87,0.00,13.2,3600.00
2020-01-16T11:00,7.5,2,69,0.00,13.2,3600.00
2020-01-16T12:00,9.1,1,49,0.00,15.5,3600.00
2020-01-16T13:00,10.2,0,16,0.00,14.6,3600.00
2020-01-16T14:00,10.6,0,8,0.00,12.6,3600.00
2020-01-16T15:00,9.9,0,15,0.00,12.8,3600.00
2020-01-16T16:00,8.8,1,25,0.00,14.0,1073.11
2020-01-16T17:00,8.1,0,0,0.00,14.5,0.00
2020-01-16T18:00,7.9,0,0,0.00,16.3,0.00
2020-01-16T19:00,8.1,1,36,0.00,18.7,0.00
2020-01-16T20:00,8.6,1,30,0.00,19.4,0.00
2020-01-16T21:00,9.0,1,25,0.00,18.9,0.00
2020-01-16T22:00,8.9,1,45,0.00,19.0,0.00
2020-01-16T23:00,8.8,1,25,0.00,19.1,0.00
2020-01-17T00:00,9.0,0,19,0.00,18.1,0.00
2020-01-17T01:00,8.8,1,47,0.00,17.1,0.00
2020-01-17T02:00,8.9,3,93,0.00,16.5,0.00
2020-01-17T03:00,8.7,3,93,0.00,16.5,0.00
2020-01-17T04:00,8.9,1,42,0.00,17.7,0.00
2020-01-17T05:00,8.8,1,35,0.00,17.6,0.00
2020-01-17T06:00,8.9,2,77,0.00,18.5,0.00
2020-01-17T07:00,9.0,3,91,0.00,19.3,0.00
2020-01-17T08:00,9.2,3,84,0.00,19.7,0.00
2020-01-17T09:00,9.6,2,74,0.00,19.5,1937.86
2020-01-17T10:00,10.1,51,100,0.10,17.1,3600.00
2020-01-17T11:00,9.9,51,100,0.10,19.2,0.00
2020-01-17T12:00,9.4,3,100,0.00,17.1,0.00
2020-01-17T13:00,9.7,51,100,0.20,17.9,0.00
2020-01-17T14:00,9.4,51,100,0.30,17.6,0.00
2020-01-17T15:00,9.3,3,100,0.00,16.6,0.00
2020-01-17T16:00,8.5,3,100,0.00,17.1,46.96
2020-01-17T17:00,8.0,1,24,0.00,20.6,0.00
2020-01-17T18:00,7.2,0,5,0.00,22.9,0.00
2020-01-17T19:00,6.2,1,36,0.00,22.1,0.00
2020-01-17T20:00,6.0,1,25,0.00,19.9,0.00
2020-01-17T21:00,5.5,0,14,0.00,16.6,0.00
2020-01-17T22:00,4.8,0,11,0.00,15.3,0.00
2020-01-17T23:00,4.4,0,15,0.00,15.7,0.00
2020-01-18T00:00,4.8,0,10,0.00,17.1,0.00
2020-01-18T01:00,4.5,0,17,0.00,17.6,0.00
2020-01-18T02:00,4.0,2,57,0.00,16.8,0.00
2020-01-18T03:00,3.7,3,100,0.00,16.8,0.00
2020-01-18T04:00,4.4,3,100,0.00,17.1,0.00
2020-01-18T05:00,4.8,3,100,0.00,16.1,0.00
2020-01-18T06:00,4.7,3,100,0.00,15.5,0.00
2020-01-18T07:00,4.7,3,100,0.00,16.3,0.00
2020-01-18T08:00,4.6,2,52,0.00,15.9,0.00
2020-01-18T09:00,4.8,51,86,0.10,15.2,1754.34
2020-01-18T10:00,5.2,51,37,0.10,16.9,2457.74
2020-01-18T11:00,6.1,1,29,0.00,17.9,3600.00
2020-01-18T12:00,6.5,51,34,0.10,18.2,3600.00
2020-01-18T13:00,6.5,51,29,0.10,17.5,3600.00
2020-01-18T14:00,6.6,1,24,0.00,16.6,3600.00
2020-01-18T15:00,6.1,1,20,0.00,14.0,3600.00
2020-01-18T16:00,4.9,1,33,0.00,14.6,1203.08
2020-01-18T17:00,4.1,51,40,0.10,12.9,0.00
2020-01-18T18:00,3.7,1,26,0.00,11.5,0.00
2020-01-18T19:00,3.0,51,42,0.20,9.8,0.00
2020-01-18T20:00,2.8,51,31,0.20,9.4,0.00
2020-01-18T21:00,2.6,1,32,0.00,9.7,0.00
2020-01-18T22:00,2.5,1,32,0.00,9.9,0.00
2020-01-18T23:00,2.4,1,28,0.00,10.0,0.00
2020-01-19T00:00,2.7,1,34,0.00,10.5,0.00
2020-01-19T01:00,2.4,51,58,0.10,9.8,0.00
2020-01-19T02:00,2.3,1,34,0.00,10.3,0.00
2020-01-19T03:00,2.0,1,24,0.00,10.2,0.00
2020-01-19T04:00,2.0,0,15,0.00,10.0,0.00
2020-01-19T05:00,1.8,0,17,0.00,9.8,0.00
2020-01-19T06:00,1.8,0,17,0.00,9.9,0.00
2020-01-19T07:00,1.8,1,39,0.00,10.2,0.00
2020-01-19T08:00,2.2,1,23,0.00,10.0,0.00
